,address,map_section,map_parcel,parcel_full,PWD_review,DOR_review,address_licdata,unit_type,unit_num,zip,opa_accoun,opa_owner,licensenum,licensetyp,initialiss,mostrecent,expiration,inactiveda,licensesta,legalfirst,legallastn,legalname,legalentit,business_n,business_m,geocode_x,geocode_y,geometry
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668925,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668925,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668926,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668926,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668927,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668927,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668928,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,668928,Towing,2015-06-22,2018-07-19,2019-06-30,2019-08-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,499207,Hazardous Materials,2011-06-03,2015-01-29,2015-12-31,2016-02-29,Inactive,,,GIANNA SALVAGE CORP,Company,GIANNA SALVAGE CORP,"6800 ESSINGTON AVE PHILADELPHIA, PA  19153 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,499207,Hazardous Materials,2011-06-03,2015-01-29,2015-12-31,2016-02-29,Inactive,,,GIANNA SALVAGE CORP,Company,GIANNA SALVAGE CORP,"6800 ESSINGTON AVE PHILADELPHIA, PA  19153 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
597492,6800 ESSINGTON AVE,047S170052,047S17,0052,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,671700,Towing,2015-07-20,2018-07-19,2019-07-31,2019-09-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2678096.617202501 219211.41564877474, 2678105.319287304 219183.89109226275, 2678112.0161264264 219154.02697302145, 2678116.578783205 219117.0985619654, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677214.806789855 218976.57320060767, 2677258.642006671 219203.99044307807, 2677258.6830170797 219203.98945883207, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678004.1229429464 219349.68245763323, 2678014.8171496526 219339.50432665664, 2678022.8962035645 219331.20939430018, 2678031.0815565 219322.20973881858, 2678036.989354426 219315.30030259513, 2678039.4640876125 219312.2133659634, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474))"
597505,6800 ESSINGTON AVE,047S170058,047S17,0058,,,6800 ESSINGTON AVE,,,19153-3413,884169025,AUTO STORE LLC,671700,Towing,2015-07-20,2018-07-19,2019-07-31,2019-09-29,Inactive,,,"THE AUTO STORE, LLC",Company,"MY AUTO STORE, LLC","143 HARDING AVENUE BELLMAWR, NJ  08031 USA",2677805.2798458,219141.3628757,"POLYGON ((2677780.282136512 219440.2397033067, 2677797.439257854 219439.30893115318, 2677810.4467804087 219437.5983046729, 2677820.3237311365 219436.73347708894, 2677839.1757313698 219433.44345724917, 2677859.7790408377 219428.60160301652, 2677879.5647664834 219422.67576119193, 2677892.998469436 219417.90477275412, 2677905.3478567773 219412.95891583784, 2677916.005646087 219408.23943643767, 2677926.269079179 219403.28078423522, 2677936.317945719 219398.0137336258, 2677948.22835752 219391.21223699563, 2677961.8136350843 219382.66238399406, 2677972.179102182 219375.52657036143, 2677988.3034172817 219363.26314139838, 2677997.5097657302 219354.91079450518, 2678009.2850072547 219344.8776764044, 2678022.8962035645 219331.20939430018, 2678033.334833358 219319.617551936, 2678045.076282394 219305.2127225655, 2678053.1992995483 219294.24489473255, 2678060.481438932 219283.5831687404, 2678070.9016962037 219266.66522047776, 2678076.539153493 219256.50907094066, 2678082.8928169133 219243.9953141397, 2678090.35212148 219227.4461315309, 2678096.617202501 219211.41564877474, 2678101.047641078 219198.39533113333, 2678105.319287304 219183.89109226275, 2678109.2736769347 219167.78711877388, 2678112.0161264264 219154.02697302145, 2678114.230689817 219136.10312083684, 2678115.62865348 219124.78850871982, 2678116.578783205 219117.0985619654, 2678117.413099922 219093.54348629212, 2678116.577800232 219068.94740198064, 2678115.2661238266 219030.3887443507, 2678018.636050628 218954.01617592736, 2677984.223711668 218931.94206782518, 2677914.994834829 218892.68918389888, 2677897.0076627005 218886.30336818192, 2677852.6639104285 218892.25447177037, 2677758.418016931 218904.65930256227, 2677733.832103119 218907.89518848236, 2677724.6798886354 218909.10614402065, 2677700.0139224953 218912.36991706528, 2677688.056922977 218913.95193487484, 2677552.1939783683 218931.92958918776, 2677543.5689938744 218933.07099107953, 2677538.9899338684 218933.6769610297, 2677459.9539867733 218944.1352733885, 2677318.6888208943 218962.82749320756, 2677214.806789855 218976.57320060767, 2677228.210307189 219045.27812972272, 2677576.6368458476 219002.4803157845, 2677614.238478889 219198.38153871198, 2677655.1836085734 219443.96377461942, 2677780.282136512 219440.2397033067))"
